Filepath	C:\Chromel\data\Data\2023\2023 W36.SEQ\XRAW.CHL\22594.raw
Channel	UV_VIS_3

Sample Information:
Datasource	INDIA_local
Sequence	Data\2023\2023 W36.SEQ
Sample	rxn488_4
Sample Number	74
Sample Position	RC2
Sample ID	22594
Comment	JL0001_68h_1
QNT method	Method default
PGM file	5-100% positive extended MS-range 500-2000
Type	unknown
Status	finished
Date	9/5/2023
Time	3:43:26 PM
Injection Volume (µl)	12.00
Dilution Factor	1.000000
Amount	10.000000
Weight	10.000000

Mass Spectrum Header Information:
Detector Name:	MS
Actual Filter:	{0,0}  + c ESI !corona sid=60.00  det=1365.00 Full ms [500.00-2000.00]
Spectrum Type:	Centroid Spectrum
Data points:	748
Minimum Mass (m/z):	500.000000
Maximum Mass (m/z):	2000.000050
Mass Resolution (m/z):	0.500000
Base Mass (m/z):	848.959900
Base Intensity (counts):	31760
TIC (counts):	253094
Retention Time (min):	1.89 [corrected by 0.05]
Scan:	111
Bkg1 RT (min):	1.81 [corrected by 0.05]
Bkg1 Scan:	107
Bkg2 RT (min):	1.96 [corrected by 0.05]
Bkg2 Scan:	115




Raw Data:
Mass (m/z)	Intensity (counts)	Rel. Intensity (%)
825.072083	1009	3.18
825.924133	1385	4.36
827.238892	17	0.06
827.885193	161	0.51
829.321533	282	0.89
832.512451	126	0.40
833.816284	79	0.25
834.671265	262	0.82
836.332703	307	0.97
838.375854	257	0.81
840.892273	167	0.53
842.877441	1010	3.18
844.093079	437	1.38
846.462463	456	1.44
847.212952	568	1.79
848.959900	31760	100.00
849.951965	11657	36.70
850.776184	1518	4.78
851.433899	1141	3.59
852.911499	734	2.31
854.572754	603	1.90
855.636780	29	0.09
856.603210	358	1.13
857.159729	803	2.53
857.976501	274	0.86
859.650635	3316	10.44
860.239319	3519	11.08
861.024048	775	2.44
861.334778	1063	3.35
862.076660	2238	7.05
863.267883	884	2.78
864.469055	718	2.26
866.383972	38	0.12
867.107788	320	1.01
867.585144	146	0.46
868.274902	334	1.05
870.497864	1040	3.28
871.533386	146	0.46
872.634705	1556	4.90
874.048096	290	0.91
875.119141	480	1.51
876.255371	584	1.84
878.382751	81	0.25
879.612610	253	0.80
880.630066	567	1.79
881.642456	137	0.43
882.940552	321	1.01
884.113770	58	0.18
884.508728	48	0.15
885.420654	258	0.81
887.491699	489	1.54
889.580933	83	0.26
890.353271	626	1.97
893.393921	26	0.08
896.264343	53	0.17
896.988525	420	1.32
897.841675	302	0.95
900.433044	448	1.41
902.527100	169	0.53
903.806885	94	0.30
905.431335	417	1.31
908.037354	80	0.25
909.806580	49	0.15
912.306030	438	1.38
913.487610	536	1.69
915.020447	267	0.84
915.502258	114	0.36
916.447205	146	0.46
917.171448	25	0.08
917.781555	21	0.07
918.458984	60	0.19
919.368896	77	0.24
921.548767	214	0.67
923.667114	503	1.58
927.463135	300	0.94
928.185303	328	1.03
928.952637	155	0.49
930.915710	199	0.63
931.274658	48	0.15
932.137329	37	0.12
933.263611	14	0.04
935.285522	54	0.17
939.147278	72	0.23
940.186768	310	0.98
942.094604	64	0.20
944.308044	82	0.26
945.509644	393	1.24
946.581848	54	0.17
947.066833	92	0.29
948.479492	150	0.47
949.257996	115	0.36
950.505859	104	0.33
951.430725	306	0.96
952.664978	423	1.33
954.094238	451	1.42
955.706360	687	2.16
956.511292	49	0.15
957.442322	76	0.24
958.174988	53	0.17
959.331543	61	0.19
961.367126	52	0.16
962.433594	216	0.68
963.320801	26	0.08
963.678711	98	0.31
966.460327	117	0.37
967.697754	26	0.08
968.221558	142	0.45
968.953308	49	0.15
969.436584	27	0.09
969.922424	27	0.09
970.461365	27	0.09
971.408264	33	0.10
974.670776	244	0.77
975.822266	242	0.76
976.751099	35	0.11
978.207947	153	0.48
979.186707	175	0.55
980.258972	202	0.64
981.348083	237	0.75
982.593872	245	0.77
983.661499	41	0.13
986.941467	251	0.79
987.617859	155	0.49
988.141418	94	0.29
988.877563	69	0.22
989.534241	502	1.58
990.053162	99	0.31
992.551025	94	0.30
993.919617	137	0.43
995.096802	58	0.18
995.585327	104	0.33
996.645081	237	0.75
997.542358	377	1.19
998.474792	247	0.78
999.459656	386	1.22
1000.438477	235	0.74
1001.394653	49	0.15
1001.781189	27	0.09
1003.068298	96	0.30
1005.198914	69	0.22
1009.175598	27	0.09
1012.301453	181	0.57
1013.676941	133	0.42
1014.471802	28	0.09
1015.370483	52	0.16
1016.183838	506	1.59
1016.974365	85	0.27
1018.845459	618	1.95
1021.117676	47	0.15
1022.334839	130	0.41
1023.242737	600	1.89
1024.684814	302	0.95
1025.771362	172	0.54
1026.181274	87	0.28
1026.640259	106	0.34
1027.296875	316	0.99
1028.392334	205	0.64
1030.194214	36	0.11
1031.222534	47	0.15
1031.878662	21	0.06
1033.507202	250	0.79
1034.485596	34	0.11
1035.255981	467	1.47
1037.738770	163	0.51
1038.468750	362	1.14
1039.475586	207	0.65
1040.194458	399	1.26
1042.147949	46	0.14
1042.483276	49	0.15
1043.706299	26	0.08
1044.558594	82	0.26
1045.103760	37	0.12
1046.557739	315	0.99
1047.898682	371	1.17
1048.721069	39	0.12
1049.783325	498	1.57
1051.077881	61	0.19
1051.859985	47	0.15
1054.226807	27	0.09
1054.549927	27	0.09
1056.720581	345	1.09
1057.785645	155	0.49
1059.072510	218	0.69
1060.072510	359	1.13
1061.220337	70	0.22
1063.461792	247	0.78
1064.513672	134	0.42
1066.097046	48	0.15
1066.471191	72	0.23
1068.085205	60	0.19
1069.281982	148	0.47
1071.800293	27	0.09
1072.867554	31	0.10
1075.584961	448	1.41
1076.966309	145	0.46
1077.496704	27	0.09
1078.642212	221	0.70
1079.188965	210	0.66
1080.475586	326	1.03
1081.573242	153	0.48
1081.909180	27	0.09
1082.994141	13	0.04
1084.190796	160	0.50
1084.772339	73	0.23
1087.239624	27	0.09
1089.546875	52	0.16
1091.405518	50	0.16
1091.962280	186	0.59
1094.206055	85	0.27
1096.020508	27	0.09
1097.185669	197	0.62
1098.469360	195	0.61
1099.752197	50	0.16
1100.034180	27	0.09
1101.727783	73	0.23
1102.085083	38	0.12
1104.942017	51	0.16
1108.170776	23	0.07
1109.205444	121	0.38
1109.692749	51	0.16
1110.606445	98	0.31
1110.980225	142	0.45
1111.524292	124	0.39
1111.934692	94	0.30
1113.354980	28	0.09
1115.974976	181	0.57
1118.361572	47	0.15
1119.440674	92	0.29
1120.553833	54	0.17
1121.120972	52	0.16
1122.335083	63	0.20
1123.267334	47	0.15
1124.980103	64	0.20
1125.347412	26	0.08
1130.208984	26	0.08
1131.175659	26	0.08
1133.474121	26	0.08
1134.676880	234	0.74
1135.848145	47	0.15
1137.553833	95	0.30
1138.896729	202	0.64
1139.637085	442	1.39
1140.344360	147	0.46
1140.930054	93	0.29
1142.142578	331	1.04
1143.443481	427	1.34
1144.442017	233	0.73
1145.528931	68	0.21
1145.803101	245	0.77
1148.482666	94	0.30
1149.585571	339	1.07
1150.185913	433	1.36
1152.418213	416	1.31
1153.089722	146	0.46
1154.065674	227	0.71
1155.000610	11	0.04
1155.692871	261	0.82
1156.327026	28	0.09
1156.973999	9	0.03
1157.390259	171	0.54
1158.043579	672	2.12
1159.182739	639	2.01
1159.951660	143	0.45
1160.504395	290	0.91
1160.995117	72	0.23
1161.614136	375	1.18
1162.327271	242	0.76
1163.475342	417	1.31
1164.560059	807	2.54
1165.944336	133	0.42
1167.108032	97	0.31
1167.519409	45	0.14
1168.204102	48	0.15
1168.519409	26	0.08
1169.704590	47	0.15
1172.680664	70	0.22
1173.094360	35	0.11
1173.768677	166	0.52
1175.018433	138	0.43
1175.455322	24	0.07
1176.255005	16	0.05
1176.517212	19	0.06
1178.578247	48	0.15
1179.836670	47	0.15
1180.119995	14	0.04
1181.612305	141	0.44
1182.927002	52	0.16
1183.318848	48	0.15
1185.110962	75	0.24
1185.765137	27	0.09
1186.776001	98	0.31
1188.507690	27	0.09
1188.963379	78	0.25
1191.805054	8	0.02
1192.203125	52	0.16
1195.373779	71	0.22
1196.515137	27	0.09
1197.669678	51	0.16
1198.245117	161	0.51
1198.635254	7	0.02
1202.312012	27	0.09
1204.637695	29	0.09
1204.903076	0	0.00
1206.640137	27	0.09
1208.689575	50	0.16
1209.247314	79	0.25
1212.354004	14	0.04
1213.451416	75	0.24
1214.201172	4	0.01
1214.562744	27	0.09
1220.606323	30	0.09
1222.298706	71	0.22
1224.945923	139	0.44
1225.369019	27	0.09
1225.810669	4	0.01
1226.384766	123	0.39
1227.467407	12	0.04
1228.086914	52	0.16
1228.660278	224	0.70
1229.139282	96	0.30
1230.178101	292	0.92
1230.867310	186	0.58
1231.461304	26	0.08
1232.333130	149	0.47
1232.986328	38	0.12
1233.654419	44	0.14
1234.162720	95	0.30
1234.661011	20	0.06
1235.296387	78	0.25
1237.295044	112	0.35
1237.776123	53	0.17
1238.943848	36	0.11
1240.520386	15	0.05
1241.422241	37	0.12
1241.883301	24	0.08
1242.303345	52	0.16
1242.776489	48	0.15
1243.686279	54	0.17
1244.275879	122	0.38
1244.921265	48	0.15
1246.514404	54	0.17
1247.051270	78	0.25
1248.702881	18	0.06
1250.926636	26	0.08
1254.364136	13	0.04
1260.155762	2	0.01
1262.255005	23	0.07
1265.673340	23	0.07
1267.353516	27	0.09
1268.186768	14	0.05
1268.507813	48	0.15
1269.565308	27	0.09
1270.139526	76	0.24
1270.732788	38	0.12
1272.005737	48	0.15
1273.106323	24	0.08
1273.472534	26	0.08
1274.325928	36	0.11
1274.698853	39	0.12
1275.496338	2	0.01
1276.107544	61	0.19
1276.510498	13	0.04
1276.838867	16	0.05
1277.313599	48	0.15
1277.628784	0	0.00
1279.851929	98	0.31
1281.919189	27	0.09
1282.344727	76	0.24
1283.459229	45	0.14
1284.038452	64	0.20
1284.377075	47	0.15
1284.893188	96	0.30
1286.596924	27	0.09
1288.235962	16	0.05
1288.590088	47	0.15
1288.936401	48	0.15
1289.286499	26	0.08
1290.160645	27	0.09
1290.567261	26	0.08
1291.697510	20	0.06
1292.270996	13	0.04
1293.025391	30	0.09
1293.724365	41	0.13
1294.443237	72	0.23
1294.707031	27	0.09
1295.210327	13	0.04
1295.701416	38	0.12
1297.160156	140	0.44
1298.160278	26	0.08
1298.562378	53	0.17
1299.668579	60	0.19
1300.237671	92	0.29
1301.505493	20	0.06
1302.146118	115	0.36
1302.692261	26	0.08
1304.807739	48	0.15
1305.598511	23	0.07
1305.937012	27	0.09
1306.496094	37	0.12
1312.093262	12	0.04
1314.267822	11	0.03
1318.608643	51	0.16
1319.583374	175	0.55
1320.428467	21	0.07
1320.927734	16	0.05
1322.098511	26	0.08
1322.833374	37	0.11
1323.139282	38	0.12
1325.350464	3	0.01
1325.657227	28	0.09
1326.270386	26	0.08
1328.390137	5	0.02
1331.075195	28	0.09
1332.301636	13	0.04
1338.692871	14	0.04
1339.472656	78	0.25
1340.757080	27	0.09
1341.506714	98	0.31
1342.054565	28	0.09
1342.643066	1	0.00
1343.037231	54	0.17
1343.707031	59	0.18
1346.527954	45	0.14
1349.929565	32	0.10
1352.382568	39	0.12
1355.780762	27	0.09
1357.701172	22	0.07
1361.899658	15	0.05
1362.402344	53	0.17
1370.826904	96	0.30
1372.562012	13	0.04
1379.726318	27	0.09
1381.718262	12	0.04
1382.847046	53	0.17
1390.660034	26	0.08
1394.577026	38	0.12
1395.192261	26	0.08
1396.827637	27	0.09
1398.062256	34	0.11
1398.657349	31	0.10
1400.264160	11	0.03
1400.810059	68	0.21
1401.386841	52	0.16
1402.100464	24	0.07
1403.342529	12	0.04
1403.651245	11	0.04
1404.067261	26	0.08
1404.617188	49	0.15
1406.310913	37	0.12
1406.765503	1	0.00
1407.432739	26	0.08
1407.950928	49	0.15
1408.333130	26	0.08
1410.102783	27	0.09
1410.499756	27	0.09
1411.004761	26	0.08
1412.905762	27	0.09
1414.124512	27	0.09
1419.687012	6	0.02
1428.640137	22	0.07
1432.507568	27	0.09
1435.249512	27	0.09
1436.530762	12	0.04
1440.061768	52	0.17
1441.093262	27	0.09
1442.309814	17	0.05
1442.911011	5	0.01
1447.398193	14	0.04
1447.838989	34	0.11
1462.385010	13	0.04
1462.879761	26	0.08
1465.124512	12	0.04
1470.506714	28	0.09
1470.959961	27	0.09
1471.692261	26	0.08
1474.654541	35	0.11
1475.210083	27	0.09
1475.926636	26	0.08
1477.229614	26	0.08
1477.802124	48	0.15
1486.196533	68	0.21
1491.812012	16	0.05
1498.557373	26	0.08
1498.904785	49	0.15
1499.567261	26	0.08
1501.171753	47	0.15
1502.161133	16	0.05
1502.582886	26	0.08
1505.124512	27	0.09
1506.733887	27	0.09
1515.202637	16	0.05
1521.718262	27	0.09
1524.343262	16	0.05
1533.577637	12	0.04
1538.296387	12	0.04
1552.015137	16	0.05
1553.930908	23	0.07
1554.634399	27	0.09
1555.098633	13	0.04
1556.593262	12	0.04
1557.452637	27	0.09
1558.296387	27	0.09
1562.139038	28	0.09
1562.786011	26	0.08
1571.210693	53	0.17
1574.858887	27	0.09
1581.265137	12	0.04
1583.233887	27	0.09
1587.792114	15	0.05
1588.083496	26	0.08
1598.530762	27	0.09
1612.124512	16	0.05
1614.546387	5	0.02
1620.077637	27	0.09
1639.093262	27	0.09
1641.817261	13	0.04
1642.200806	14	0.04
1642.754761	15	0.05
1662.171387	27	0.09
1685.452637	12	0.04
1696.777344	389	1.22
1697.653931	2540	8.00
1698.836182	2128	6.70
1699.302246	64	0.20
1699.732300	97	0.31
1700.874390	95	0.30
1713.757690	54	0.17
1717.327637	27	0.09
1718.909180	23	0.07
1719.805908	72	0.23
1725.905762	27	0.09
1729.296387	27	0.09
1735.187012	27	0.09
1736.953735	420	1.32
1742.155762	27	0.09
1769.093262	27	0.09
1803.233887	27	0.09
1808.593262	27	0.09
1832.312012	27	0.09
1878.515625	13	0.04
1927.249512	27	0.09
