Label,Parent,Cyto,Background,Nuclei
1,22,78.6219858484516,1.0382523399102415,173.67258365137127
2,1,82.1623796739127,1.0382523399102415,168.41903163195718
3,32,57.66752693873096,1.0382523399102415,144.0785905763481
4,32,55.45615689378859,1.0382523399102415,161.98071859790963
5,59,32.67307671751237,1.0382523399102415,106.44592841700697
6,1,83.98929873214612,1.0382523399102415,163.58711131140154
7,22,82.01663962944224,1.0382523399102415,153.13737334995366
8,40,74.10775826895126,1.0382523399102415,153.31288266507582
9,22,83.45818546968553,1.0382523399102415,148.22816185636208
10,22,80.60390280579433,1.0382523399102415,177.33846008977056
11,40,74.04664695821288,1.0382523399102415,178.02525869795485
12,21,0.0,1.0382523399102415,133.90954132940888
13,8,49.27150691948318,1.0382523399102415,170.9976632348957
14,22,82.83907680960479,1.0382523399102415,166.19230397837003
15,1,85.2112778583188,1.0382523399102415,176.61965688896203
16,9,42.36832028735048,1.0382523399102415,142.81145289755563
17,40,73.08701343107725,1.0382523399102415,188.7033291192583
18,40,74.50053921047436,1.0382523399102415,170.0626562307913
