Label,Parent,Cyto,Background,Nuclei
1,21,6.646097976879924,0.30588391492938866,23.223635061147213
2,1,11.423699786029818,0.30588391492938866,22.398989785610055
3,21,7.166575663815244,0.30588391492938866,12.60203818369453
4,21,7.384172256037367,0.30588391492938866,6.466273211458184
5,16,8.2258412356094,0.30588391492938866,14.368391731417681
6,21,7.2160587139137995,0.30588391492938866,10.295097155448717
7,21,7.40712423122025,0.30588391492938866,5.58449058160319
8,16,8.54152653662599,0.30588391492938866,11.207472113963178
9,21,7.328309271548445,0.30588391492938866,7.982615672639743
10,21,7.329151284061883,0.30588391492938866,7.962846835912478
11,2,65.93565683646112,0.30588391492938866,10.026811114142083
12,4,8.182454901268356,0.30588391492938866,26.632891157416495
13,4,11.03189837015132,0.30588391492938866,18.030608018555334
14,12,5.959353364030874,0.30588391492938866,10.709598983850482
15,3,6.467422166137587,0.30588391492938866,18.56350521930021
16,16,8.279794065746147,0.30588391492938866,18.0058160297944
17,21,7.351257673904715,0.30588391492938866,7.28388262628001
