Label,Parent,Cyto,Background,Nuclei
1,1,37.369362247623116,0.6103544098950416,137.49987652491728
2,15,58.99219394690388,0.6103544098950416,103.51537475976937
3,21,53.08991201905444,0.6103544098950416,170.3372335064309
4,2,70.53845593175753,0.6103544098950416,162.6723318339808
5,2,70.64122648257667,0.6103544098950416,154.5095098847817
6,2,70.36640121477275,0.6103544098950416,165.2475056020757
7,2,70.3883448686083,0.6103544098950416,181.44090985395334
8,15,55.741584480987775,0.6103544098950416,144.5405862091376
9,2,71.09802812972762,0.6103544098950416,142.3339461755476
10,15,56.385063219646014,0.6103544098950416,118.26782714077176
11,2,71.0319685137169,0.6103544098950416,159.82941762254268
12,38,58.666082027699055,0.6103544098950416,163.1627271772245
13,2,70.96482697318571,0.6103544098950416,150.40348600037086
14,41,66.4536638789327,0.6103544098950416,124.67550135692383
15,2,71.00525580900262,0.6103544098950416,151.4209464953651
16,2,71.06741817474233,0.6103544098950416,144.6483154258185
17,15,56.09702241134595,0.6103544098950416,127.73548649670049
18,2,71.01191021510877,0.6103544098950416,148.87636709462672
19,15,56.17441953177625,0.6103544098950416,142.96536796536796
20,2,71.86027519477203,0.6103544098950416,112.2972450950493
21,11,62.43916857960441,0.6103544098950416,206.71334713347133
22,15,58.72048409624915,0.6103544098950416,84.92780821174811
23,15,55.38540972456951,0.6103544098950416,178.38937835512027
24,2,71.62376110315395,0.6103544098950416,113.44400447619867
25,2,70.58206212523403,0.6103544098950416,176.44867334281307
26,2,71.28692073877326,0.6103544098950416,136.6344608416131
27,2,72.02545301460782,0.6103544098950416,71.90453393410307
28,2,71.84336543600678,0.6103544098950416,133.1037274884825
29,2,71.54959365571618,0.6103544098950416,118.13198770326025
30,2,71.26030778146792,0.6103544098950416,146.97320370899882
31,2,71.48523712996874,0.6103544098950416,116.08987346089566
32,2,71.27730515200372,0.6103544098950416,128.62266240546782
33,2,71.60774891118555,0.6103544098950416,124.94652942728952
34,2,71.8781456558095,0.6103544098950416,94.83862399585385
35,2,71.72760960977357,0.6103544098950416,153.90111897693538
36,41,66.66250959138281,0.6103544098950416,129.51160272277227
37,38,67.35080355806113,0.6103544098950416,118.20470136284642
38,2,71.95484030937648,0.6103544098950416,138.30390224674812
