Label,Parent,Cyto,Background,Nuclei
1,7,93.0247372531269,0.6421948052534062,164.758785942492
2,12,71.35224046316124,0.6421948052534062,176.60777693061758
3,7,93.17733738529061,0.6421948052534062,169.5106955659442
4,7,92.39897352801212,0.6421948052534062,176.85952449028966
5,7,91.89249473154149,0.6421948052534062,195.04044175532513
6,12,77.51410202769299,0.6421948052534062,87.66339003018923
7,7,94.03507831870692,0.6421948052534062,134.6024147606496
8,7,93.60374492868429,0.6421948052534062,147.62695424836602
9,7,92.92463831172861,0.6421948052534062,173.36309976652063
10,1,41.024591477419804,0.6421948052534062,146.15474112856313
11,7,94.207769137814,0.6421948052534062,125.71264921578074
12,12,74.33140619781562,0.6421948052534062,147.83791416189013
13,12,72.32766384121798,0.6421948052534062,174.38157306718307
14,7,92.86430177241824,0.6421948052534062,182.73432648759507
15,7,92.72930724128865,0.6421948052534062,179.95703399308175
16,6,65.67036869046848,0.6421948052534062,172.73811770548795
17,12,77.60778373018606,0.6421948052534062,93.16217030896759
