Label,Parent,Cyto,Background,Nuclei
1,3,79.45506741796082,0.4824420537714755,141.8934823592782
2,2,80.50002140792003,0.4824420537714755,189.1076492082826
3,2,81.06681270906778,0.4824420537714755,177.6723011154243
4,17,68.22431123869917,0.4824420537714755,202.46859021183346
5,2,82.46106309703899,0.4824420537714755,178.1463919021877
6,18,47.48556704746117,0.4824420537714755,157.89788252501413
7,2,83.49194822405116,0.4824420537714755,141.2658780647158
8,2,83.12234210261514,0.4824420537714755,142.34983314794215
9,2,83.30143711130559,0.4824420537714755,158.34798949282683
10,16,0.0,0.4824420537714755,152.73374439461884
11,34,72.94114748505945,0.4824420537714755,165.59431891942015
12,34,77.21224741724394,0.4824420537714755,169.06095662782383
13,2,82.83170064757357,0.4824420537714755,172.19035186844874
14,28,43.75220349739106,0.4824420537714755,138.24052277290085
15,5,75.57627564439768,0.4824420537714755,164.420152993933
16,2,85.20342963971189,0.4824420537714755,128.09627182633318
