Label,Parent,Cyto,Background,Nuclei
1,10,8.33005292648524,0.30911191071301225,16.33472658537884
2,4,7.915493143917426,0.30911191071301225,10.680002607788595
3,1,9.01326114826519,0.30911191071301225,17.20047419013994
4,12,10.104780265992787,0.30911191071301225,18.151916415241928
5,4,7.857254128154533,0.30911191071301225,12.577009917402613
6,20,5.128730534020026,0.30911191071301225,6.61006862901571
7,4,7.885587129677567,0.30911191071301225,12.894219278178031
8,12,9.822410345187816,0.30911191071301225,23.0257539696636
9,4,8.012268658213594,0.30911191071301225,9.947596936621842
10,20,4.972168247364953,0.30911191071301225,9.184166022419792
11,4,7.98224559776831,0.30911191071301225,11.239323220536756
12,20,4.865449774616185,0.30911191071301225,12.197337025363066
13,1,9.217820622902194,0.30911191071301225,18.656512414119014
14,12,10.986879496307878,0.30911191071301225,13.18399475237783
