Label,Parent,Cyto,Background,Nuclei
1,12,144.55083116442552,1.6017014297676828,228.40482540002012
2,12,144.9929040408735,1.6017014297676828,224.72185773480663
3,15,104.36542787329199,1.6017014297676828,182.9648489932886
4,2,170.08752818068643,1.6017014297676828,241.20293938891652
5,2,172.71056558560687,1.6017014297676828,214.50137469368238
6,12,145.3275026216506,1.6017014297676828,230.63681338668607
7,12,145.9980751433486,1.6017014297676828,182.22248385687237
8,2,172.02498894724312,1.6017014297676828,218.61812669015816
9,12,146.08970276392347,1.6017014297676828,196.2312654905963
10,6,122.5357605977338,1.6017014297676828,193.47081415753402
11,12,145.0417859034865,1.6017014297676828,230.33483436201033
12,12,145.6083090159694,1.6017014297676828,214.16898882604497
13,12,146.00958476675575,1.6017014297676828,214.03227142988675
14,22,120.77793006092087,1.6017014297676828,207.59574927509408
15,10,116.67887573537745,1.6017014297676828,208.04432124479294
16,2,173.97209599428862,1.6017014297676828,211.06555624832993
17,12,145.6515201389915,1.6017014297676828,218.89708612784662
