Label,Parent,Cyto,Background,Nuclei
1,1,134.6529870304775,0.7152995462373357,211.605533002556
2,1,134.79767808871296,0.7152995462373357,205.41627851427205
3,1,134.43463329697875,0.7152995462373357,219.52609435144572
4,1,134.55195962428408,0.7152995462373357,205.98279472972615
5,1,134.90449780538987,0.7152995462373357,207.71909817800497
6,5,141.58219434244526,0.7152995462373357,198.031802599871
7,1,135.43810053935775,0.7152995462373357,175.50232632334564
8,1,135.82713614858918,0.7152995462373357,171.41970315264888
9,1,135.06706337413223,0.7152995462373357,199.41220663306257
10,1,134.88021282539373,0.7152995462373357,210.26824048685882
11,1,135.85316939156877,0.7152995462373357,178.95153905435424
