Label,Parent,Cyto,Background,Nuclei
1,14,78.35754645013641,0.8600416330324896,181.53185776657094
2,3,69.54256785001006,0.8600416330324896,171.86328646860488
3,6,75.56067578718678,0.8600416330324896,139.36117728018633
4,12,53.659071434135704,0.8600416330324896,149.0632219563355
5,6,75.68112125219871,0.8600416330324896,139.0140861233038
6,6,75.30014579436076,0.8600416330324896,151.9696757702139
7,6,75.32455731933547,0.8600416330324896,146.44409552510953
8,1,80.41237061706109,0.8600416330324896,166.2842095593864
9,1,80.49191231336778,0.8600416330324896,154.1926028935897
10,0,0.7906654961564742,0.8600416330324896,181.36169653419796
11,1,83.15795323527735,0.8600416330324896,117.86873229025502
12,6,74.93988725365982,0.8600416330324896,163.45070422535213
13,6,75.13674539855367,0.8600416330324896,165.84191123109525
14,6,75.34505288115726,0.8600416330324896,159.2384841061005
15,6,76.28040866499816,0.8600416330324896,109.82608086917563
16,6,75.59081258700431,0.8600416330324896,163.88128110150785
17,12,55.36405742107392,0.8600416330324896,146.4338670909645
18,6,75.16536289793085,0.8600416330324896,170.7857586871387
19,6,75.31224568840894,0.8600416330324896,156.3874591620336
20,1,83.27832562596693,0.8600416330324896,140.9760105159382
21,16,41.534084950183534,0.8600416330324896,137.96359752189704
22,6,76.31442269778863,0.8600416330324896,161.60527889935696
