Label,Parent,Cyto,Background,Nuclei
1,11,5.741305749060792,0.7352029555509982,17.917579651427612
2,11,5.976368497463729,0.7352029555509982,9.175374012798835
3,11,6.054943327475291,0.7352029555509982,6.871190640055058
4,11,6.081387587683998,0.7352029555509982,5.815480045837278
5,2,10.24187713306939,0.7352029555509982,25.077565593370238
6,2,10.27778541484234,0.7352029555509982,19.782611660415956
7,6,5.324047762998791,0.7352029555509982,11.066346771451242
8,2,10.486274193808319,0.7352029555509982,16.320624477579745
9,11,5.899869417953185,0.7352029555509982,13.419049502712477
10,11,6.029844714075701,0.7352029555509982,8.263549066035253
11,11,5.967362415937335,0.7352029555509982,12.468589411624109
12,11,6.07666639981217,0.7352029555509982,5.98623256298147
13,2,10.450539895121922,0.7352029555509982,18.978320704067418
14,2,10.388814680465165,0.7352029555509982,20.558523173605657
15,11,6.019223803639153,0.7352029555509982,9.678280916960285
16,11,5.969504747803823,0.7352029555509982,11.643924073088522
17,2,10.691973167915679,0.7352029555509982,11.288756212037548
18,11,6.067235345725543,0.7352029555509982,9.452203600248293
