365	13314.21549	365	520
367	9472.84877	367	370
369	12515.00524	369	490
371	13567.82633	371	530
373	16073.88886	373	630
375	14087.7539	375	550
377	10746.91026	377	420
379	14317.49035	379	560
381	15349.97953	381	600
383	12780.85938	383	500
385	13560.88325	385	530
387	14046.01987	387	550
389	12783.1467	389	500
391	13302.63494	391	520
393	16631.27191	393	650
395	10985.92269	395	430
397	13058.17288	397	510
399	14336.91756	399	560
401	14605.64752	401	570
403	15099.94114	403	590
405	11750.58114	405	460
407	14608.26777	407	570
409	10230.44068	409	400
411	14861.50614	411	580
413	14339.12019	413	560
415	10482.98433	415	410
417	17157.4904	417	670
419	10989.29183	419	430
421	13036.14335	421	510
423	15863.26886	423	620
425	12796.56028	425	500
427	13571.64806	427	530
429	15567.18132	429	610
431	15821.57348	431	620
433	12025.68892	433	470
435	14305.0553	435	560
437	12772.69708	437	500
439	13539.40478	439	530
441	14826.93389	441	580
443	14831.48366	443	580
445	13539.75066	445	530
447	15851.50717	447	620
449	12791.97687	449	500
451	11502.77345	451	450
453	14340.58899	453	560
455	15351.9433	455	600
457	12288.78648	457	480
459	14817.46417	459	580
461	16885.84148	461	660
463	18115.94203	463	710
465	17883.60329	465	700
467	17365.10125	467	680
469	10241.96646	469	400
471	16645.3265	471	650
473	19185.5111	473	750
475	22024.17537	475	860
477	27842.34591	477	1090
479	41590.12043	479	1630
481	48939.64111	481	1920
483	81360.94675	483	3190
485	113375.79618	485	4450
487	184261.42726	487	7240
489	490900.74935	489	19260
491	366485.46564	491	14360
493	497881.8966	493	19510
495	704279.16454	495	27650
497	988145.31549	497	38760
499	1.35533E6	499	53190
501	1.73468E6	501	68010
503	2.22245E6	503	87460
505	2.67653E6	505	104920
507	3.18941E6	507	125210
509	3.60527E6	509	141240
511	3.94865E6	511	154720
513	4.23243E6	513	165670
515	4.35972E6	515	170840
517	4.2931E6	517	167680
519	4.30514E6	519	168090
521	4.12426E6	521	161440
523	3.872E6	523	151430
525	3.59889E6	525	140670
527	3.40407E6	527	133140
529	3.21024E6	529	125530
531	2.87928E6	531	112580
533	2.60812E6	533	102160
535	2.35881E6	535	92010
537	2.21783E6	537	87010
539	1.95748E6	539	76690
541	1.843E6	541	72290
543	1.64105E6	543	64180
545	1.55487E6	545	60870
547	1.43781E6	547	56240
549	1.34924E6	549	52800
551	1.22102E6	551	47880
553	1.18322E6	553	46110
555	1.0779E6	555	42120
557	1.00981E6	557	39440
559	960676.31613	559	37500
561	864137.52526	561	33780
563	801587.30159	563	31310
565	746199.90788	565	29160
567	698842.48636	567	27410
569	625496.47662	569	24410
571	576519.91614	571	22550
573	514201.13813	573	20150
575	471999.79534	575	18450
577	419406.84255	577	16390
579	390217.72462	579	15270
581	354176.78174	581	13860
583	324387.93522	583	12680
585	290832.88609	585	11380
587	274708.41007	587	10740
589	253883.75605	589	9920
591	222710.88496	591	8710
593	210807.06794	593	8220
595	189276.05734	595	7420
597	164889.94555	597	6450
599	171195.30552	599	6710
601	147765.62021	601	5780
603	142897.17008	603	5610
605	117008.47479	605	4570
607	116270.15562	607	4550
609	97941.43971	609	3830
611	96570.09657	611	3770
613	86206.89655	613	3370
615	89543.8381	615	3500
617	79795.39642	617	3120
619	77055.0137	619	3010
621	59758.91254	621	2330
623	63430.91936	623	2470
625	56194.1907	625	2190
627	49009.54531	627	1910
629	54595.78613	629	2130
631	47067.24989	631	1840
633	41269.35302	633	1610
635	45590.75891	635	1780
637	40944.80129	637	1600
639	40404.0404	639	1580
641	33831.40682	641	1320
643	33761.31771	643	1320
645	34824.46931	645	1360
647	29144.08426	647	1140
649	29718.44337	649	1160
651	22288.26152	651	870
653	24565.62348	653	960
655	24066.15633	655	940
657	25332.00276	657	990
659	22470.76247	659	880
661	24799.3046	661	970
663	22443.25427	663	880
665	23292.72038	665	910
667	20502.83195	667	800
669	22459.29253	669	880
671	20691.24071	671	810
673	23235.62455	673	910
675	20956.32395	675	820
677	20481.3108	677	800
679	20919.43467	679	820
681	19471.20312	681	760
683	17598.4493	683	690
685	17898.23575	685	700
687	16858.23755	687	660
689	19914.21569	689	780
691	15096.85013	691	590
693	13806.85741	693	540
695	13802.6225	695	540
697	13820.63882	697	540
699	15094.14654	699	590
701	15870.98426	701	620
703	13539.75066	703	530
705	13048.48407	705	510
707	15092.216	707	590
709	16374.98721	709	640
711	13061.85171	711	510
713	14557.15599	713	570
715	16351.97629	715	640
717	13027.81822	717	510
719	17395.30838	719	680
721	14839.83216	721	580
723	11492.78508	723	450
725	15347.62368	725	600
727	14828.07107	727	580
729	17393.52858	729	680
731	12781.83956	731	500
733	11513.66288	733	450
735	17148.70745	735	670
737	15082.95626	737	590
739	13046.48129	739	510
741	12785.76178	741	500
743	11772.53417	743	460
745	15594.24291	745	610
747	14573.53242	747	570
749	16839.31214	749	660
751	16141.42967	751	630
753	14303.22844	753	560
755	13297.87234	755	520
757	14800.8268	757	580
759	14329.58035	759	560
761	11733.79588	761	460
763	15876.67409	763	620
765	13254.14829	765	520
767	16098.12189	767	630
769	18629.10223	769	730
771	15338.99172	771	600
773	12773.67601	773	500
775	9958.37908	775	390
777	13042.47756	777	510
779	11759.59302	779	460
781	12276.84281	781	480
783	9987.45166	783	390
785	17104.49057	785	670
787	12786.74271	787	500
789	11991.63137	789	470
791	15856.37196	791	620
793	16582.4787	793	650
795	15849.88624	795	620
797	16866.42304	797	660
799	12994.62379	799	510
801	15356.26536	801	600
