365	34490.04012	365	490
367	38795.23171	367	550
369	48752.91458	369	690
371	42984.99049	371	610
373	45926.65866	373	650
375	39609.56288	375	560
377	46692.607	377	660
379	51546.39175	379	730
381	32520.3252	381	460
383	39578.76882	383	560
385	38135.59322	385	540
387	38219.26534	387	540
389	37421.45026	389	530
391	38874.75262	391	550
393	39648.8247	393	560
395	37479.66905	395	530
397	44516.67609	397	630
399	36730.94582	399	520
401	36793.3206	401	520
403	43100.40274	403	610
405	38910.50584	405	550
407	42387.84882	407	600
409	33246.09182	409	470
411	43806.96672	411	620
413	33180.37416	413	470
415	47390.01273	415	670
417	36684.30335	417	520
419	36829.80381	419	520
421	49532.97481	421	700
423	39570.37875	423	560
425	46033.99433	425	650
427	30408.03338	427	430
429	38157.15093	429	540
431	32508.83392	431	460
433	48783.93665	433	690
435	37439.95479	435	530
437	47413.48808	437	670
439	38905.00106	439	550
441	43853.44462	441	620
443	39651.63209	443	560
445	42480.8836	445	600
447	42408.82103	447	600
449	38203.04209	449	540
451	40362.55488	451	570
453	49525.96576	453	700
455	46735.58986	455	660
457	31867.43149	457	450
459	46017.69912	459	650
461	37506.19206	461	530
463	39679.72791	463	560
465	34631.42272	465	490
467	36824.58749	467	520
469	41085.21641	469	580
471	30461.88722	471	430
473	36749.11661	473	520
475	41802.46564	475	590
477	29692.47084	477	420
479	40359.69695	479	570
481	39587.16245	481	560
483	30420.94093	483	430
485	46702.51911	485	660
487	48247.4812	487	680
489	45942.88945	489	650
491	46788.6006	491	660
493	45239.27334	493	640
495	29092.45725	495	410
497	38896.74682	497	550
499	41737.40804	499	590
501	41743.31399	501	590
503	36853.29554	503	520
505	35400.73634	505	500
507	46808.51064	507	660
509	36842.85107	509	520
511	38170.63688	511	540
513	43265.47982	513	610
515	41041.6077	515	580
517	38946.32488	517	550
519	38292.44079	519	540
521	46762.0802	521	660
523	39640.4049	523	560
525	36216.44653	525	510
527	45431.95854	527	640
529	42532.07627	529	600
531	43323.86364	531	610
533	34690.26549	533	490
535	34793.72293	535	490
537	34705.00744	537	490
539	41852.8765	539	590
541	33279.04836	541	470
543	45354.68783	543	640
545	39707.86358	545	560
547	42498.93753	547	600
549	42492.91785	549	600
551	52515.79022	551	740
553	43216.43642	553	610
555	59570.24325	555	840
557	59397.53924	557	840
559	53180.17443	559	750
561	58836.03885	561	830
563	67270.9248	563	950
565	88283.07084	565	1250
567	112717.99234	567	1590
569	141612.97175	569	2000
571	159597.10597	571	2250
573	252267.5737	573	3560
575	282918.52797	575	3990
577	394671.57939	577	5570
579	502943.88877	579	7090
581	653067.00666	581	9220
583	904961.31734	583	12750
585	1.13458E6	585	16010
587	1.51657E6	587	21420
589	1.83938E6	589	25950
591	2.32973E6	591	32940
593	2.7716E6	593	39110
595	3.44036E6	595	48540
597	4.08627E6	597	57600
599	4.66431E6	599	65860
601	5.47012E6	601	77260
603	6.10871E6	603	86090
605	6.7079E6	605	94890
607	7.32027E6	607	103450
609	7.83891E6	609	110560
611	8.06486E6	611	113650
613	8.31845E6	613	117390
615	8.37842E6	615	118010
617	8.12155E6	617	114660
619	7.91391E6	619	111420
621	7.68185E6	621	108460
623	7.21161E6	623	101900
625	6.6119E6	625	93360
627	6.2032E6	627	87490
629	5.73157E6	629	81010
631	5.30769E6	631	74780
633	4.90824E6	633	69270
635	4.41974E6	635	62420
637	4.04527E6	637	57010
639	3.5996E6	639	50830
641	3.18633E6	641	44940
643	2.92266E6	643	41230
645	2.74546E6	645	38840
647	2.48565E6	647	35070
649	2.33797E6	649	32970
651	2.22686E6	651	31510
653	2.05989E6	653	29030
655	1.87146E6	655	26410
657	1.80112E6	657	25430
659	1.69006E6	659	23840
661	1.68981E6	661	23850
663	1.54813E6	663	21810
665	1.53022E6	665	21570
667	1.47859E6	667	20820
669	1.38299E6	669	19420
671	1.29544E6	671	18210
673	1.27044E6	673	17870
675	1.20699E6	675	16980
677	1.11821E6	677	15750
679	1.11079E6	679	15610
681	1.03098E6	681	14510
683	978623.6773	683	13780
685	941276.83776	685	13240
687	797075.73284	687	11230
689	754703.58537	689	10630
691	729875.28345	691	10300
693	649673.38824	693	9150
695	595457.77147	695	8390
697	566922.42114	697	7980
699	525531.91489	699	7410
701	470546.48687	701	6630
703	468073.01655	703	6590
705	404054.7246	705	5700
707	372419.66376	707	5250
709	356990.7736	709	5030
711	313455.11408	711	4410
713	294849.02309	713	4150
715	280950.69173	715	3960
717	274635.36108	717	3860
719	251046.0251	719	3540
721	195354.12375	721	2750
723	209646.57554	723	2960
725	186211.79815	725	2620
727	170486.70062	727	2410
729	160602.61512	729	2260
731	173328.61691	731	2450
733	144206.86226	733	2030
735	161461.65286	735	2280
737	131550.87819	737	1850
739	146766.87465	739	2070
741	130293.15961	741	1840
743	109952.47216	743	1550
745	109734.51327	745	1550
747	94299.48951	747	1330
749	83480.72161	749	1180
751	81427.45876	751	1150
753	96119.86713	753	1360
755	109072.88052	755	1540
757	104056.06286	757	1470
759	80085.04607	759	1130
761	75166.64303	761	1060
763	71555.08324	763	1010
765	71661.70001	765	1010
767	79191.11928	767	1120
769	71998.30592	769	1020
771	64443.02811	771	910
773	63595.25155	773	900
775	77837.53184	775	1100
777	69257.95053	777	980
779	58160.1532	779	820
781	55873.82417	781	790
783	52489.71485	783	740
785	54563.49206	785	770
787	55909.4126	787	790
789	51020.40816	789	720
791	51005.95069	791	720
793	48261.17814	793	680
795	46709.12951	795	660
797	46115.64385	797	650
799	47426.913	799	670
801	51601.04616	801	730
